ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5002785,F,Y,N,2,172926.84,Commercial associate,Secondary / secondary special,Married,House / apartment,-18040,-360,1,0,1,0,Core staff,4.0
5002786,F,Y,Y,0,177528.03,Working,Higher education,Single / not married,House / apartment,-8528,-511,1,0,1,0,,2.0
5002787,F,N,Y,1,121920.08,Working,Secondary / secondary special,Married,House / apartment,-12717,-1564,1,1,0,0,Security staff,2.0
5002788,F,N,Y,1,146669.29,Working,Secondary / secondary special,Married,House / apartment,-21913,-13551,1,0,0,0,Laborers,2.0
5002789,F,Y,Y,1,109240.73,Pensioner,Secondary / secondary special,Married,House / apartment,-17252,365243,1,0,0,0,,3.0
5002790,F,N,Y,0,210884.74,Working,Higher education,Married,House / apartment,-12286,-1917,1,1,0,0,Sales staff,2.0
5002791,F,Y,N,0,99461.49,Pensioner,Higher education,Married,House / apartment,-22785,365243,1,0,0,0,,2.0
5002792,F,N,Y,2,139100.13,State servant,Secondary / secondary special,Single / not married,House / apartment,-20322,-7511,1,1,1,0,Core staff,4.0
5002793,F,N,N,0,111130.88,Pensioner,Secondary / secondary special,Married,House / apartment,-19491,365243,1,0,1,0,,2.0
5002794,M,Y,N,0,156434.33,Commercial associate,Secondary / secondary special,Widow,With parents,-21948,-12790,1,0,0,0,Laborers,2.0
5002795,F,Y,Y,0,175111.32,Working,Secondary / secondary special,Married,House / apartment,-20041,-3524,1,0,1,0,Laborers,2.0
5002796,M,N,Y,0,228329.5,Working,Higher education,Married,House / apartment,-12278,-737,1,0,0,0,Low-skill Laborers,1.0
5002797,F,Y,N,1,195291.21,Commercial associate,Secondary / secondary special,Married,House / apartment,-17054,-9940,1,0,0,0,Private service staff,3.0
5002798,M,N,N,0,163605.75,Working,Secondary / secondary special,Married,House / apartment,-21207,-10321,1,0,0,0,Managers,2.0
5002799,M,N,Y,1,173714.2,Working,Secondary / secondary special,Married,House / apartment,-10577,-738,1,1,0,0,Sales staff,3.0
5002800,F,Y,Y,1,167200.47,Commercial associate,Secondary / secondary special,Married,House / apartment,-10290,-3052,1,0,0,0,Laborers,2.0
5002801,M,Y,Y,0,136164.23,Working,Incomplete higher,Married,House / apartment,-10225,-2881,1,0,0,0,Laborers,2.0
5002802,F,Y,N,0,237696.74,Commercial associate,Higher education,Married,With parents,-10792,-3538,1,1,0,0,Sales staff,2.0
5002803,F,N,N,1,123675.72,Working,Secondary / secondary special,Married,House / apartment,-9329,-787,1,0,0,0,Laborers,3.0
5002804,M,N,Y,0,190382.98,Working,Higher education,Married,House / apartment,-21132,-6550,1,0,0,0,Core staff,2.0
5002805,M,N,N,2,171586.75,Working,Secondary / secondary special,Married,With parents,-20821,-9893,1,0,0,0,Drivers,4.0
5002806,F,N,Y,1,153663.13,State servant,Secondary / secondary special,Married,House / apartment,-10103,-1400,1,0,0,0,Laborers,3.0
5002807,F,Y,N,0,92589.11,Pensioner,Secondary / secondary special,Married,House / apartment,-19009,365243,1,0,0,0,,2.0
5002808,F,N,Y,1,121693.6,Working,Secondary / secondary special,Married,House / apartment,-17746,-815,1,1,0,0,Drivers,2.0
5002809,F,Y,Y,0,148070.46,Working,Secondary / secondary special,Married,House / apartment,-12109,-786,1,0,0,0,Drivers,2.0
5002810,M,N,Y,0,71286.32,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11324,365243,1,1,0,0,,2.0
5002811,F,N,Y,1,161205.58,Working,Secondary / secondary special,Married,House / apartment,-11697,-3073,1,0,0,0,Medicine staff,3.0
5002812,F,N,Y,1,124472.52,Working,Secondary / secondary special,Married,House / apartment,-19412,-4839,1,0,1,1,,3.0
5002813,F,N,Y,0,150302.87,Working,Secondary / secondary special,Married,House / apartment,-12802,-69,1,0,0,0,Core staff,2.0
5002814,F,N,Y,0,185046.65,Commercial associate,Secondary / secondary special,Married,House / apartment,-12137,-4274,1,0,0,0,Sales staff,1.0
5002815,F,Y,Y,0,187087.07,Working,Secondary / secondary special,Married,House / apartment,-8032,-628,1,0,0,0,Core staff,1.0
5002816,F,N,Y,0,195204.29,Working,Higher education,Married,House / apartment,-22267,-4948,1,0,0,0,Laborers,2.0
5002817,M,Y,N,0,173368.68,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19767,-9423,1,0,1,0,Laborers,2.0
5002818,M,N,N,0,138675.4,Working,Secondary / secondary special,Married,With parents,-15268,-3976,1,0,0,0,Laborers,1.0
5002819,F,Y,Y,0,147403.24,Commercial associate,Secondary / secondary special,Married,House / apartment,-22824,-11301,1,0,0,0,Core staff,2.0
5002820,M,N,Y,2,161369.8,Working,Secondary / secondary special,Married,House / apartment,-12388,-112,1,0,0,0,Laborers,4.0
5002821,M,Y,Y,0,145425.91,Working,Secondary / secondary special,Married,House / apartment,-18513,-148,1,1,0,0,Core staff,2.0
5002822,M,N,N,0,175530.31,Working,Secondary / secondary special,Married,With parents,-12574,-3375,1,0,1,0,Laborers,2.0
5002823,F,Y,N,1,180486.56,Commercial associate,Secondary / secondary special,Married,House / apartment,-12726,-6042,1,0,0,0,Drivers,3.0
5002824,F,Y,Y,1,225325.26,Working,Higher education,Married,House / apartment,-21246,-4022,1,0,0,0,Sales staff,3.0
5002825,F,N,N,2,143157.74,Working,Secondary / secondary special,Separated,House / apartment,-20318,-9397,1,0,0,1,Core staff,4.0
5002826,F,N,N,0,149499.83,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12397,-1033,1,0,0,0,Drivers,2.0
5002827,F,N,N,0,200279.41,Commercial associate,Secondary / secondary special,Widow,House / apartment,-8978,-774,1,0,0,0,Laborers,1.0
5002828,F,Y,Y,0,126151.04,Working,Secondary / secondary special,Single / not married,House / apartment,-13417,-567,1,0,0,0,,2.0
5002829,F,N,Y,0,144443.33,Working,Secondary / secondary special,Married,House / apartment,-19885,-11728,1,0,0,0,Cleaning staff,1.0
5002830,M,N,Y,0,139996.23,Working,Secondary / secondary special,Married,House / apartment,-9286,-866,1,0,0,0,,2.0
5002831,F,N,Y,0,184984.01,Commercial associate,Secondary / secondary special,Married,House / apartment,-18472,-2769,1,1,0,0,Core staff,1.0
5002832,F,N,Y,0,275845.49,Commercial associate,Higher education,Married,House / apartment,-21970,-11257,1,1,1,0,Laborers,2.0
5002833,M,Y,Y,0,156766.19,Commercial associate,Secondary / secondary special,Married,House / apartment,-10551,-822,1,0,0,1,Laborers,2.0
5002834,M,N,Y,0,234502.56,Commercial associate,Higher education,Married,House / apartment,-21527,-3620,1,0,0,1,Laborers,2.0
5002835,M,Y,Y,0,103801.93,Pensioner,Secondary / secondary special,Married,House / apartment,-8496,365243,1,1,0,0,,1.0
5002836,M,Y,Y,0,138142.74,Working,Secondary / secondary special,Married,House / apartment,-18388,-1256,1,0,0,0,High skill tech staff,2.0
5002837,F,N,Y,0,145579.85,Working,Secondary / secondary special,Married,Rented apartment,-20383,-13297,1,0,1,0,High skill tech staff,1.0
5002838,M,Y,N,0,78067.17,Pensioner,Secondary / secondary special,Married,House / apartment,-14818,365243,1,0,0,0,,1.0
5002839,F,N,N,0,169122.5,Working,Secondary / secondary special,Married,House / apartment,-10944,-1109,1,0,0,0,Sales staff,2.0
5002840,F,Y,Y,0,188546.11,Working,Higher education,Widow,House / apartment,-22532,-15888,1,1,1,0,Laborers,2.0
5002841,F,N,Y,0,144785.93,Working,Secondary / secondary special,Separated,House / apartment,-7991,-279,1,1,0,0,Laborers,1.0
5002842,F,Y,Y,0,110000.03,Pensioner,Higher education,Married,House / apartment,-16591,365243,1,0,1,0,,2.0
5002843,F,N,Y,1,259236.22,Working,Higher education,Married,House / apartment,-13662,-182,1,0,0,1,Sales staff,3.0
5002844,F,N,N,0,157242.03,Working,Secondary / secondary special,Married,House / apartment,-15080,-7622,1,0,0,0,Core staff,2.0
5002845,M,N,Y,0,191565.46,Commercial associate,Secondary / secondary special,Married,House / apartment,-16293,-5652,1,1,0,0,Medicine staff,2.0
5002846,F,N,Y,3,158731.21,Working,Secondary / secondary special,Single / not married,House / apartment,-16264,-3428,1,0,1,0,Laborers,5.0
5002847,F,Y,N,0,205359.14,State servant,Higher education,Single / not married,House / apartment,-10943,-2260,1,0,0,0,Core staff,2.0
5002848,M,N,Y,0,211723.97,Working,Higher education,Married,House / apartment,-18594,-3160,1,0,0,0,Laborers,2.0
5002849,F,Y,Y,0,180321.1,Commercial associate,Secondary / secondary special,Married,House / apartment,-7978,-904,1,0,0,0,Drivers,2.0
5002850,F,N,Y,1,129362.17,Working,Secondary / secondary special,Married,House / apartment,-8011,-899,1,1,0,0,Laborers,3.0
5002851,M,Y,Y,0,94563.32,Pensioner,Secondary / secondary special,Married,House / apartment,-15360,365243,1,1,0,0,,2.0
5002852,F,N,Y,0,136562.88,Pensioner,Higher education,Civil marriage,House / apartment,-16379,365243,1,0,0,0,,2.0
5002853,F,N,Y,0,108109.71,Pensioner,Higher education,Married,House / apartment,-12088,365243,1,0,0,0,,2.0
5002854,M,N,Y,0,101420.42,Pensioner,Secondary / secondary special,Single / not married,With parents,-16536,365243,1,0,0,0,,2.0
5002855,F,Y,N,0,153022.59,Working,Secondary / secondary special,Married,House / apartment,-15965,-786,1,1,0,0,Managers,2.0
5002856,F,N,Y,1,119163.37,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13283,365243,1,0,0,0,,3.0
5002857,M,Y,N,0,185473.93,Commercial associate,Secondary / secondary special,Married,House / apartment,-18145,-10540,1,0,0,0,Core staff,2.0
5002858,M,Y,Y,0,90000.29,Pensioner,Higher education,Single / not married,House / apartment,-23065,365243,1,0,0,1,,1.0
5002859,F,N,Y,0,174957.76,Commercial associate,Secondary / secondary special,Married,House / apartment,-15558,-4156,1,0,0,0,Laborers,2.0
5002860,F,Y,Y,0,145418.38,Working,Secondary / secondary special,Married,House / apartment,-20303,-2708,1,0,0,0,Cooking staff,2.0
5002861,F,N,Y,1,169723.22,Commercial associate,Secondary / secondary special,Married,House / apartment,-11649,-1585,1,0,0,1,Cooking staff,3.0
5002862,F,N,Y,0,119245.59,Working,Secondary / secondary special,Married,With parents,-19916,-11561,1,0,1,0,Medicine staff,2.0
5002863,F,Y,Y,0,169081.96,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18099,-4438,1,1,0,0,Sales staff,2.0
5002864,F,Y,N,0,248993.92,Working,Higher education,Single / not married,House / apartment,-17951,-6409,1,0,0,0,Core staff,2.0
5002865,M,Y,Y,0,141821.33,Working,Secondary / secondary special,Single / not married,Municipal apartment,-22022,-14641,1,0,1,0,High skill tech staff,2.0
5002866,F,N,Y,0,156417.78,State servant,Secondary / secondary special,Married,House / apartment,-11420,-3170,1,0,0,0,High skill tech staff,1.0
5002867,F,N,N,1,113902.38,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13592,365243,1,1,0,1,,2.0
5002868,F,N,Y,0,111604.19,Pensioner,Secondary / secondary special,Married,House / apartment,-9005,365243,1,0,1,0,,2.0
5002869,M,Y,Y,1,74719.5,Pensioner,Secondary / secondary special,Married,House / apartment,-19340,365243,1,0,0,0,,3.0
5002870,F,N,N,1,180629.64,Commercial associate,Secondary / secondary special,Married,House / apartment,-21232,-9916,1,0,1,0,,3.0
5002871,F,Y,Y,1,183627.61,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14192,-1921,1,0,0,1,Laborers,3.0
5002872,M,N,Y,0,168628.61,Working,Secondary / secondary special,Married,House / apartment,-13405,-4576,1,0,1,0,Medicine staff,2.0
5002873,F,N,Y,0,81379.81,Pensioner,Higher education,Single / not married,House / apartment,-18255,365243,1,0,0,1,,2.0
5002874,F,N,Y,2,129147.62,Pensioner,Secondary / secondary special,Separated,House / apartment,-8885,365243,1,0,1,0,,4.0
5002875,F,N,Y,1,151735.08,Commercial associate,Secondary / secondary special,Married,House / apartment,-12393,-2313,1,1,0,0,Cooking staff,3.0
5002876,F,N,Y,1,127775.22,Pensioner,Secondary / secondary special,Widow,House / apartment,-13556,365243,1,0,0,0,,3.0
5002877,F,Y,N,0,234583.58,Commercial associate,Higher education,Widow,House / apartment,-16005,-8594,1,0,1,0,Laborers,2.0
5002878,F,Y,N,0,136874.59,Working,Secondary / secondary special,Married,House / apartment,-15329,-1165,1,0,0,1,Sales staff,2.0
5002879,F,N,Y,1,151899.24,State servant,Secondary / secondary special,Married,House / apartment,-11024,-1297,1,0,1,0,Sales staff,3.0
5002880,F,N,Y,0,132747.69,Working,Secondary / secondary special,Married,House / apartment,-16361,-680,1,0,0,0,Sales staff,2.0
5002881,M,N,N,0,176384.63,Commercial associate,Secondary / secondary special,Married,House / apartment,-22550,-6107,1,1,1,1,Sales staff,1.0
5002882,M,Y,Y,0,196992.7,Working,Higher education,Married,House / apartment,-8106,-258,1,0,0,0,Laborers,2.0
5002883,M,N,Y,0,265982.4,Commercial associate,Higher education,Single / not married,House / apartment,-18603,-10171,1,0,1,0,Sales staff,1.0
5002884,M,Y,Y,0,171151.05,Commercial associate,Secondary / secondary special,Married,House / apartment,-17710,-10303,1,1,0,0,Drivers,2.0
5002885,F,N,N,0,194522.34,Commercial associate,Higher education,Married,House / apartment,-22527,-10690,1,0,0,1,Laborers,2.0
5002886,M,N,Y,0,147004.51,Working,Secondary / secondary special,Married,With parents,-18042,-1217,1,0,0,0,Medicine staff,2.0
5002887,F,Y,N,0,165087.43,Working,Secondary / secondary special,Married,House / apartment,-17712,-3828,1,0,1,0,Sales staff,2.0
5002888,M,N,Y,0,214938.28,Commercial associate,Higher education,Widow,House / apartment,-20042,-12990,1,0,1,0,Managers,2.0
5002889,M,N,Y,0,90720.69,Pensioner,Secondary / secondary special,Married,Office apartment,-11974,365243,1,0,0,0,,2.0
5002890,M,N,Y,1,142989.14,Working,Secondary / secondary special,Single / not married,House / apartment,-17244,-1485,1,1,0,0,Accountants,3.0
5002891,M,N,Y,0,216494.56,Working,Higher education,Married,House / apartment,-16018,-5271,1,0,0,0,Laborers,2.0
5002892,F,N,N,0,131946.06,Working,Secondary / secondary special,Civil marriage,House / apartment,-14717,-2897,1,1,0,0,Drivers,2.0
5002893,F,Y,N,1,137774.6,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8948,365243,1,0,0,0,,3.0
5002894,F,Y,Y,2,183304.6,Commercial associate,Secondary / secondary special,Married,Rented apartment,-12373,-5793,1,1,0,0,Private service staff,4.0
5002895,F,N,N,0,186540.32,State servant,Higher education,Single / not married,With parents,-12170,-1622,1,0,0,0,Core staff,2.0
5002896,F,Y,N,0,261596.11,Commercial associate,Higher education,Separated,Municipal apartment,-19310,-643,1,0,0,0,Sales staff,2.0
5002897,F,N,Y,0,108207.78,Working,Secondary / secondary special,Married,House / apartment,-22466,-11169,1,0,0,0,Laborers,1.0
5002898,M,N,Y,0,89371.74,Pensioner,Higher education,Married,House / apartment,-11379,365243,1,0,0,0,,2.0
5002899,F,N,Y,1,204897.49,Working,Higher education,Widow,House / apartment,-8870,-774,1,0,0,0,Laborers,3.0
5002900,M,N,Y,2,147014.83,Working,Secondary / secondary special,Single / not married,House / apartment,-23741,-11300,1,0,0,0,Sales staff,3.0
5002901,M,N,Y,2,190652.56,Working,Higher education,Married,House / apartment,-18779,-1309,1,0,1,0,Sales staff,4.0
5002902,M,Y,Y,0,138877.18,Working,Secondary / secondary special,Married,House / apartment,-21917,-8042,1,0,0,0,Accountants,2.0
5002903,M,N,Y,0,145530.32,Working,Secondary / secondary special,Married,House / apartment,-9983,-1301,1,0,0,0,Laborers,2.0
5002904,F,N,N,2,125317.86,Working,Secondary / secondary special,Married,House / apartment,-20539,-7512,1,0,1,0,Laborers,4.0
5002905,M,N,N,0,120636.06,Working,Secondary / secondary special,Married,House / apartment,-20741,-12096,1,0,0,0,Laborers,2.0
5002906,M,Y,Y,0,151470.83,Working,Secondary / secondary special,Widow,House / apartment,-10105,-3435,1,0,1,0,Laborers,2.0
5002907,F,Y,Y,1,112588.01,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10264,365243,1,0,1,0,,3.0
5002908,F,N,Y,0,146166.52,Working,Secondary / secondary special,Married,House / apartment,-12418,-4410,1,0,0,0,Core staff,2.0
5002909,M,N,Y,0,132095.59,Working,Secondary / secondary special,Married,Municipal apartment,-11154,-3520,1,0,1,0,Managers,2.0
5002910,F,N,Y,1,120905.3,Working,Secondary / secondary special,Married,House / apartment,-23346,-8888,1,1,0,0,Core staff,3.0
5002911,F,N,Y,0,217519.32,Commercial associate,Higher education,Married,With parents,-13503,-707,1,0,0,0,IT staff,1.0
5002912,M,N,Y,0,283784.32,Commercial associate,Higher education,Married,House / apartment,-19905,-8904,1,0,0,0,Laborers,1.0
5002913,F,N,Y,0,77401.59,Pensioner,Higher education,Married,House / apartment,-20608,365243,1,0,0,0,,2.0
5002914,F,N,Y,0,86880.23,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-13873,365243,1,1,0,0,,2.0
5002915,M,N,Y,0,243626.86,Working,Higher education,Married,House / apartment,-18640,-1814,1,1,1,0,Sales staff,2.0
5002916,F,N,N,0,167983.64,Working,Secondary / secondary special,Married,House / apartment,-9403,-722,1,0,0,0,Sales staff,2.0
5002917,F,Y,N,0,147416.16,Working,Secondary / secondary special,Married,House / apartment,-14050,-5300,1,0,1,0,,1.0
5002918,F,Y,Y,1,152746.05,State servant,Secondary / secondary special,Widow,With parents,-23216,-10945,1,1,1,0,Drivers,3.0
5002919,F,N,Y,0,150937.55,Commercial associate,Secondary / secondary special,Married,House / apartment,-10379,-1220,1,1,0,0,Sales staff,2.0
5002920,M,N,Y,1,263650.15,Working,Higher education,Married,House / apartment,-13869,-5640,1,0,0,0,Managers,2.0
5002921,F,N,Y,0,115162.69,Working,Secondary / secondary special,Single / not married,House / apartment,-20375,-12964,1,0,1,0,High skill tech staff,2.0
5002922,F,N,Y,0,122462.4,Working,Secondary / secondary special,Married,With parents,-18364,-6445,1,1,0,0,,2.0
5002923,F,Y,Y,0,263892.18,Working,Higher education,Married,House / apartment,-17819,-7632,1,0,1,0,Waiters/barmen staff,2.0
5002924,F,N,N,0,72481.7,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21383,365243,1,0,0,0,,1.0
5002925,M,Y,Y,1,268211.64,Commercial associate,Higher education,Married,House / apartment,-8138,-451,1,0,0,0,Core staff,3.0
5002926,M,Y,N,0,194690.98,Commercial associate,Higher education,Married,House / apartment,-20064,-13096,1,0,0,0,Core staff,2.0
5002927,F,N,Y,0,163143.69,Working,Secondary / secondary special,Married,House / apartment,-21854,-4208,1,0,0,0,Laborers,2.0
5002928,F,N,Y,0,137746.41,Working,Secondary / secondary special,Married,House / apartment,-7930,-1207,1,0,0,0,Sales staff,2.0
5002929,F,N,Y,0,198480.58,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16653,-9354,1,0,1,0,Managers,2.0
5002930,F,N,Y,0,140700.24,Commercial associate,Secondary / secondary special,Married,House / apartment,-13272,-4830,1,1,0,0,Laborers,2.0
5002931,M,N,Y,0,153924.54,Working,Secondary / secondary special,Married,House / apartment,-8486,-1558,1,1,0,0,Security staff,2.0
5002932,F,N,Y,0,123119.26,Working,Secondary / secondary special,Married,House / apartment,-14384,-3595,1,0,0,1,Medicine staff,2.0
5002933,F,Y,Y,0,115889.97,Pensioner,Higher education,Married,House / apartment,-18020,365243,1,0,0,0,,2.0
5002934,F,N,Y,0,188870.55,Working,Higher education,Married,House / apartment,-22440,-14591,1,1,0,0,Laborers,1.0
5002935,M,N,Y,0,165470.21,Working,Higher education,Married,House / apartment,-17643,-8229,1,0,0,0,Security staff,2.0
5002936,M,Y,N,0,166962.48,Working,Secondary / secondary special,Married,House / apartment,-21439,-4881,1,0,0,0,Cleaning staff,1.0
5002937,F,Y,Y,0,185978.96,Commercial associate,Secondary / secondary special,Married,House / apartment,-9624,-141,1,0,0,0,,1.0
5002938,M,N,Y,1,148524.12,Working,Secondary / secondary special,Single / not married,House / apartment,-11054,-2438,1,0,1,0,Core staff,3.0
5002939,F,Y,Y,1,198369.52,Commercial associate,Secondary / secondary special,Separated,House / apartment,-23264,-14035,1,0,1,0,Security staff,2.0
5002940,F,N,N,1,229368.36,Working,Higher education,Civil marriage,House / apartment,-21932,-13222,1,1,0,0,Laborers,3.0
5002941,M,N,Y,0,189223.01,Working,Higher education,Married,With parents,-11451,-4078,1,1,0,0,,2.0
5002942,M,N,Y,2,157458.81,Commercial associate,Secondary / secondary special,Married,House / apartment,-17650,-2407,1,0,0,0,Laborers,4.0
5002943,M,N,Y,0,270782.22,Commercial associate,Higher education,Married,House / apartment,-13498,-2971,1,0,0,0,,2.0
5002944,F,Y,Y,3,88295.74,Pensioner,Secondary / secondary special,Married,House / apartment,-15201,365243,1,0,0,0,,5.0
5002945,F,Y,Y,0,148639.51,Working,Secondary / secondary special,Married,House / apartment,-21505,-9179,1,0,0,0,,2.0
5002946,M,Y,N,0,176286.43,Working,Secondary / secondary special,Widow,House / apartment,-19494,-8636,1,1,0,0,,2.0
5002947,F,N,N,0,172121.51,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11502,-1673,1,0,0,0,Sales staff,1.0
5002948,F,N,Y,0,153900.61,Working,Higher education,Married,House / apartment,-12749,-4287,1,1,0,0,High skill tech staff,2.0
5002949,F,N,Y,1,230702.19,Working,Higher education,Married,House / apartment,-12326,-3413,1,0,0,0,Laborers,3.0
5002950,M,N,Y,1,139352.38,Working,Secondary / secondary special,Married,House / apartment,-20216,-7747,1,0,0,0,Core staff,3.0
5002951,F,Y,Y,3,152208.38,Working,Secondary / secondary special,Married,House / apartment,-15546,-5960,1,0,0,0,Core staff,4.0
5002952,F,Y,N,0,145274.41,Working,Secondary / secondary special,Married,Municipal apartment,-22949,-9894,1,0,0,0,Drivers,2.0
5002953,M,N,Y,0,196626.22,State servant,Higher education,Married,House / apartment,-20795,-2403,1,0,0,0,,2.0
5002954,F,N,Y,0,94182.95,Pensioner,Incomplete higher,Married,House / apartment,-11064,365243,1,0,1,0,,2.0
5002955,F,N,Y,4,125404.24,Pensioner,Higher education,Single / not married,House / apartment,-20301,365243,1,0,0,0,,6.0
5002956,F,N,N,0,229521.45,State servant,Higher education,Married,House / apartment,-15803,-8074,1,0,0,0,Laborers,2.0
5002957,F,N,Y,1,169073.34,Working,Secondary / secondary special,Married,House / apartment,-11748,-1272,1,0,1,0,Accountants,3.0
5002958,F,N,Y,0,162812.21,Working,Secondary / secondary special,Married,Office apartment,-13509,-5172,1,1,0,0,,1.0
5002959,F,N,Y,0,201970.64,Commercial associate,Secondary / secondary special,Married,House / apartment,-23293,-2980,1,0,0,0,Core staff,2.0
5002960,M,N,Y,2,81310.76,Pensioner,Secondary / secondary special,Married,House / apartment,-15448,365243,1,0,0,0,,4.0
5002961,F,N,N,0,185372.95,Working,Higher education,Married,House / apartment,-19235,-8380,1,0,0,0,Laborers,1.0
5002962,M,N,Y,0,200958.36,Working,Higher education,Married,House / apartment,-15337,-7852,1,0,0,0,Laborers,2.0
5002963,F,Y,Y,0,160288.51,Working,Secondary / secondary special,Married,House / apartment,-13642,-104,1,0,0,0,Sales staff,2.0
5002964,F,N,Y,1,133273.45,Working,Secondary / secondary special,Married,House / apartment,-20470,-13613,1,0,0,0,Core staff,2.0
5002965,F,Y,N,0,157541.99,Working,Secondary / secondary special,Single / not married,House / apartment,-21304,-472,1,0,1,0,Medicine staff,2.0
5002966,F,N,Y,0,141194.09,Working,Secondary / secondary special,Married,House / apartment,-8826,-61,1,0,0,0,Sales staff,2.0
5002967,M,N,Y,0,99008.31,Pensioner,Secondary / secondary special,Married,House / apartment,-12154,365243,1,0,1,0,,2.0
5002968,F,N,Y,0,175218.72,Working,Secondary / secondary special,Married,House / apartment,-15832,-7944,1,0,0,0,Managers,2.0
5002969,F,N,Y,0,188629.59,State servant,Higher education,Married,With parents,-12757,-4391,1,0,0,0,Medicine staff,1.0
5002970,M,Y,N,0,148798.6,Working,Secondary / secondary special,Married,House / apartment,-20263,-1481,1,0,0,0,Managers,2.0
5002971,M,N,N,2,133826.62,State servant,Secondary / secondary special,Married,House / apartment,-9514,-2757,1,1,1,0,Realty agents,4.0
5002972,M,Y,Y,2,139170.78,Working,Secondary / secondary special,Separated,With parents,-20492,-9363,1,0,0,0,Drivers,4.0
5002973,F,Y,Y,0,166137.73,Commercial associate,Lower secondary,Married,With parents,-17600,-1256,1,0,1,0,Managers,2.0
5002974,M,N,N,1,222759.26,Working,Higher education,Separated,House / apartment,-12321,-4949,1,0,0,0,Sales staff,3.0
5002975,F,N,Y,0,182769.24,Commercial associate,Secondary / secondary special,Married,House / apartment,-13206,-3208,1,0,1,0,IT staff,2.0
5002976,F,Y,Y,0,97262.0,Pensioner,Academic degree,Single / not married,House / apartment,-10610,365243,1,0,0,0,,1.0
5002977,F,N,Y,0,149133.71,Working,Secondary / secondary special,Single / not married,House / apartment,-11729,-1460,1,0,0,0,,2.0
5002978,F,Y,Y,0,131378.66,Working,Secondary / secondary special,Married,House / apartment,-19197,-10420,1,0,1,0,Laborers,2.0
5002979,F,N,Y,0,152298.8,Working,Secondary / secondary special,Married,House / apartment,-13711,-5279,1,1,1,0,Sales staff,2.0
5002980,F,N,N,0,152774.35,Working,Secondary / secondary special,Married,House / apartment,-18719,-7580,1,0,1,0,Sales staff,2.0
5002981,M,N,N,1,151525.93,Working,Secondary / secondary special,Married,House / apartment,-15932,-8411,1,0,0,0,Sales staff,3.0
5002982,F,N,Y,0,258947.48,Commercial associate,Higher education,Separated,House / apartment,-10005,-2959,1,1,1,0,Laborers,2.0
5002983,F,Y,Y,0,177059.3,Working,Higher education,Married,House / apartment,-15691,-2095,1,0,0,1,Laborers,2.0
5002984,F,N,Y,0,181907.23,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19827,-11649,1,1,1,0,Accountants,2.0
5002985,M,Y,Y,0,114188.47,Pensioner,Secondary / secondary special,Married,House / apartment,-12454,365243,1,0,1,0,,2.0
5002986,F,N,Y,0,161803.45,Commercial associate,Secondary / secondary special,Married,With parents,-18086,-4328,1,0,1,0,,2.0
5002987,F,N,Y,0,162591.43,Working,Secondary / secondary special,Married,House / apartment,-10869,-1874,1,0,0,0,,1.0
5002988,M,N,N,1,160546.34,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9851,-3186,1,1,1,0,Laborers,3.0
5002989,M,N,N,1,146215.65,Working,Secondary / secondary special,Married,With parents,-13459,-5240,1,0,0,0,Realty agents,3.0
5002990,F,N,Y,0,171949.07,Working,Higher education,Married,House / apartment,-13925,-2387,1,0,1,0,Laborers,2.0
5002991,M,N,Y,0,232593.94,Working,Higher education,Civil marriage,House / apartment,-19900,-8647,1,0,0,0,Medicine staff,1.0
5002992,M,Y,Y,2,76525.09,Pensioner,Secondary / secondary special,Married,House / apartment,-15064,365243,1,0,0,0,,4.0
5002993,M,N,N,0,196747.98,Commercial associate,Secondary / secondary special,Married,House / apartment,-8976,-1311,1,0,0,0,Laborers,2.0
5002994,F,N,Y,0,146463.53,Working,Secondary / secondary special,Married,Municipal apartment,-17859,-1348,1,0,1,0,Sales staff,2.0
5002995,M,Y,Y,0,131316.04,Working,Secondary / secondary special,Civil marriage,House / apartment,-15212,-7671,1,0,0,0,Sales staff,2.0
5002996,F,Y,Y,0,137362.89,Working,Secondary / secondary special,Married,House / apartment,-13000,-5287,1,1,0,0,Core staff,2.0
